OBJECTID,Ohrozenie,Dátum,Poznámka,Druh ohrozenia,Ohrozenie detail,Hodina výskytu,Y,X
1477,Medveď - vizuálny kontakt,2023-08-08 10:44:43,20metrov,Nedefinované,,8,"48,82705889","19,36126861"
1478,Medveď - vizuálny kontakt,2023-06-06 10:00:00,,Nedefinované,,17,"48,870255","19,11810065"
1479,Medveď - vizuálny kontakt,2023-06-15 10:00:00,opakovaný kontakt,Medvedica s mladými,,Nedefinované,"48,86121794","19,15170676"
1480,Medveď - pobytové znaky,2023-07-09 10:00:00,na turistickom chodníku - asfaltová cesta,Trus,,Nedefinované,"49,17138994","19,92142629"
1481,Medveď - pobytové znaky,2023-06-18 10:00:00,,Stopa,,Nedefinované,"48,82611331","19,33594801"
1482,Medveď - vizuálny kontakt,2023-08-09 10:00:00,,Medvedica s mladými,,16,"48,76500558","20,16444297"
1483,Medveď - vizuálny kontakt,2023-08-13 10:00:00,,Nedefinované,,18,"48,63495494","19,30378243"
1484,Medveď - vizuálny kontakt,2023-08-13 10:00:00,,Nedefinované,,19,"48,63597872","19,30344038"
1485,Medveď - vizuálny kontakt,2023-08-13 10:00:00,,Nedefinované,,20,"48,63806787","19,30551628"
1486,Medveď - vizuálny kontakt,2023-08-13 10:00:00,,Nedefinované,,18,"48,64639684","19,31644552"
1487,Medveď - vizuálny kontakt,2023-08-11 10:00:00,,Nedefinované,,19,"48,64894144","19,30032655"
1488,Medveď - vizuálny kontakt,2023-07-24 10:00:00,,Samec,,19,"48,64317327","19,31139635"
1489,Medveď - vizuálny kontakt,2023-08-27 10:00:00,,Medvedica s mladými,,18,"48,63876026","19,30492961"
1490,Medveď - vizuálny kontakt,2023-07-31 10:00:00,,Nedefinované,,Nedefinované,"48,63702852","19,29518349"
1491,Medveď - vizuálny kontakt,2023-07-29 10:00:00,,Samec,,19,"48,64019597","19,30452103"
1492,Medveď - vizuálny kontakt,2023-07-28 10:00:00,,Samec,,20,"48,64004814","19,30392519"
1493,Medveď - vizuálny kontakt,2023-07-14 10:00:00,,Nedefinované,,19,"48,6394305","19,30298462"
1494,Medveď - vizuálny kontakt,2023-07-25 10:00:00,,Medvedica s mladými,,18,"48,64123361","19,30775577"
1495,Medveď - vizuálny kontakt,2023-07-26 10:00:00,,Samec,,19,"48,6398068","19,30585941"
1496,Medveď - vizuálny kontakt,2023-07-27 10:00:00,,Nedefinované,,19,"48,63785782","19,30402012"
1497,Medveď - vizuálny kontakt,2023-08-01 10:00:00,,Samec,,20,"48,64074043","19,29646989"
1498,Medveď - vizuálny kontakt,2023-08-02 10:00:00,,Medvedica s mladými,,Nedefinované,"48,63982148","19,29372639"
1499,Medveď - vizuálny kontakt,2023-08-03 10:00:00,,Samec,,18,"48,64278532","19,29433847"
1500,Medveď - vizuálny kontakt,2023-08-14 10:16:39,,Samec,,20,"48,6444102","19,29290084"
1501,Medveď - vizuálny kontakt,2023-08-04 10:00:00,,Samec,,20,"48,64324936","19,29108368"
1502,Medveď - vizuálny kontakt,2023-08-05 10:00:00,,Samec,,19,"48,64206616","19,29128505"
1503,Medveď - vizuálny kontakt,2023-08-05 10:00:00,,Nedefinované,,18,"48,64125269","19,28925002"
1504,Medveď - vizuálny kontakt,2023-08-05 10:00:00,,Medvedica s mladými,,Nedefinované,"48,64468636","19,28772235"
1505,Medveď - vizuálny kontakt,2023-08-06 10:00:00,,Nedefinované,,19,"48,64319245","19,28493371"
1506,Medveď - vizuálny kontakt,2023-08-06 10:00:00,,Samec,,18,"48,6444149","19,28058764"
1507,Medveď - vizuálny kontakt,2023-08-03 10:00:00,,Samec,,18,"48,64451271","19,28212502"
1508,Medveď - vizuálny kontakt,2023-08-07 10:00:00,,Samec,,19,"48,65183396","19,30991257"
1509,Medveď - vizuálny kontakt,2023-08-08 10:00:00,,Samec,,20,"48,65319216","19,31037666"
1510,Medveď - vizuálny kontakt,2023-08-08 10:00:00,,Samec,,19,"48,65694013","19,30643916"
1511,Medveď - vizuálny kontakt,2023-08-09 10:00:00,,Nedefinované,,19,"48,65539026","19,30894879"
1512,Medveď - vizuálny kontakt,2023-08-09 10:00:00,,Samec,,19,"48,66286352","19,29761768"
1513,Medveď - vizuálny kontakt,2023-08-10 10:00:00,,Samec,,19,"48,66153863","19,30183199"
1514,Medveď - vizuálny kontakt,2023-08-10 10:00:00,,Medvedica s mladými,,19,"48,66339384","19,30270989"
1515,Medveď - vizuálny kontakt,2023-08-11 10:00:00,,Nedefinované,,20,"48,65872767","19,31088966"
1516,Medveď - vizuálny kontakt,2023-08-11 10:00:00,,Samec,,19,"48,65985245","19,31595281"
1517,Medveď - vizuálny kontakt,2023-08-12 10:00:00,,Samec,,19,"48,65548622","19,32193755"
1518,Medveď - vizuálny kontakt,2023-08-09 10:00:00,,Medvedica s mladými,,18,"48,65735112","19,3220228"
1519,Medveď - vizuálny kontakt,2023-08-09 10:00:00,,Nedefinované,,17,"48,65909454","19,32356171"
1520,Medveď - vizuálny kontakt,2023-08-10 10:00:00,,Nedefinované,,19,"48,66050396","19,32510103"
1521,Medveď - vizuálny kontakt,2023-08-11 10:00:00,,Nedefinované,,20,"48,65119213","19,30198915"
1522,Medveď - vizuálny kontakt,2023-08-13 10:00:00,,Nedefinované,,22,"48,64725078","19,29691076"
1523,Medveď - vizuálny kontakt,2023-07-18 10:00:00,,Nedefinované,,17,"48,6523463","19,31763419"
1524,Medveď - vizuálny kontakt,2023-07-13 10:00:00,,Nedefinované,,15,"48,6539776","19,31482806"
1525,Medveď - vizuálny kontakt,2023-08-10 10:00:00,Turisti,Samec,,18,"48,85568876","20,14582049"
1526,Medveď - vizuálny kontakt,2023-08-14 10:00:00,Ing. Pavol Iždinský,Medvedica s mladými,,18,"48,82304384","20,14580283"
1527,Medveď - vizuálny kontakt,2023-08-16 10:26:06,,Samec,,6,"48,75488476","18,69712838"
1528,Medveď - vizuálny kontakt,2023-08-08 10:00:00,,Medvedica s mladými,,7,"48,81120341","18,56566985"
1529,Medveď - pobytové znaky,2023-04-18 10:00:00,,Stopa,,Nedefinované,"48,6832491","18,66024697"
1530,Medveď - vizuálny kontakt,2023-08-19 10:00:00,,Samec,,5,"48,75827008","18,69344973"
1531,Medveď - vizuálny kontakt,2023-08-18 10:00:00,fotopasca,Samec,,20,"48,80054181","18,66756614"
1532,Medveď - vizuálny kontakt,2023-08-14 10:00:00,,Medvedica s mladými,,7,"48,79684227","18,66377232"
1533,Medveď - vizuálny kontakt,2023-08-07 10:00:00,,Samec,,21,"48,66814479","18,03200081"
1534,Medveď - pobytové znaky,2023-08-21 10:25:05,,Stopa,,Nedefinované,"48,79940702","18,70696856"
1535,Medveď - vizuálny kontakt,2023-08-14 10:00:00,partia 9 ľudí odohnaná od výžinu,Nedefinované,,11,"49,10323051","19,12647438"
1536,Medveď - vizuálny kontakt,2023-08-08 10:00:00,,Samec,,9,"48,72528148","20,16766393"
1537,Medveď - vizuálny kontakt,2023-08-24 10:00:00,,Samec,,Nedefinované,"48,76475878","20,16382719"
1538,Medveď - vizuálny kontakt,2023-08-22 10:00:00,,Samec,,15,"48,6896413","18,71843621"
1539,Medveď - vizuálny kontakt,2023-08-25 10:18:38,fotopasca,Samec,,3,"48,69180941","18,70939802"
1540,Medveď - vizuálny kontakt,2023-07-04 10:00:00,,Medvedica s mladými,,10,"48,73940248","18,72524955"
1541,Medveď - vizuálny kontakt,2023-07-29 10:00:00,,Samec,,7,"48,72855084","18,70273805"
1542,Medveď - pobytové znaky,2023-08-25 10:14:16,,Trus,,9,"48,72342963","20,11738129"
1543,Medveď - pobytové znaky,2023-08-10 10:00:00,,Stopa,,Nedefinované,"48,71912035","20,1143056"
1544,Medveď - vizuálny kontakt,2023-08-28 10:20:24,,Nedefinované,,Nedefinované,"48,8008017","18,6663961"
1545,Medveď - vizuálny kontakt,2023-08-14 10:00:00,,Medvedica s mladými,,9,"48,7979576","18,67350065"
1546,Medveď - vizuálny kontakt,2023-08-15 10:00:00,,Samec,,5,"48,8045562","18,67862208"
1547,Medveď - vizuálny kontakt,2023-08-16 10:00:00,,Medvedica s mladými,,23,"48,80311877","18,66105366"
1548,Medveď - vizuálny kontakt,2023-08-08 10:00:00,,Samec,,2,"48,78233174","18,63727851"
1549,Medveď - vizuálny kontakt,2023-08-31 10:00:00,Pravidelný výskyt,Samec,,20,"48,64866923","19,2836068"
1550,Medveď - vizuálny kontakt,2023-08-31 10:00:00,Pravidelný výskyt,Medvedica s mladými,,20,"48,6482627","19,28408338"
1551,Medveď - vizuálny kontakt,2023-08-31 10:00:00,Pravidelný výskyt,Nedefinované,,Nedefinované,"48,64938734","19,28266403"
1552,Medveď - vizuálny kontakt,2023-08-31 10:00:00,,Medvedica s mladými,,20,"48,63638273","19,3034899"
1553,Medveď - vizuálny kontakt,2023-08-31 10:00:00,,Nedefinované,,21,"48,63472425","19,30273495"
1554,Medveď - vizuálny kontakt,2023-08-31 10:00:00,,Medvedica s mladými,,20,"48,63672014","19,30356108"
1555,Medveď - vizuálny kontakt,2023-08-31 10:00:00,Pravidelný výskyt,Samec,,22,"48,63693717","19,3036094"
1556,Medveď - vizuálny kontakt,2023-08-13 10:00:00,,Medvedica s mladými,,19,"48,6355736","19,30354937"
1557,Medveď - vizuálny kontakt,2023-08-31 10:00:00,,Nedefinované,,22,"48,63544169","19,3032686"
1558,Medveď - vizuálny kontakt,2023-08-31 10:00:00,,Nedefinované,,20,"48,63444489","19,30337733"
1559,Medveď - vizuálny kontakt,2023-08-02 10:00:00,,Samec,,21,"48,64319942","19,29501324"
1560,Medveď - vizuálny kontakt,2023-08-31 10:00:00,Pravidelný výskyt,Medvedica s mladými,,21,"48,64233823","19,29484814"
1561,Medveď - vizuálny kontakt,2023-08-31 10:00:00,pravidelný výskyt,Nedefinované,,20,"48,64282148","19,29497533"
1562,Medveď - vizuálny kontakt,2023-09-01 10:00:00,,Samec,,5,"48,6453855","19,28378636"
1563,Medveď - vizuálny kontakt,2023-08-26 10:00:00,,Medvedica s mladými,,5,"48,64551747","19,29050443"
1564,Medveď - vizuálny kontakt,2023-08-25 10:00:00,Pravidelný výskyt,Nedefinované,,Nedefinované,"48,64595188","19,29110497"
1565,Medveď - vizuálny kontakt,2023-08-25 10:00:00,,Nedefinované,,20,"48,64972964","19,2848213"
1566,Medveď - vizuálny kontakt,2023-08-25 10:00:00,,Samec,,21,"48,64752458","19,28560277"
1567,Medveď - vizuálny kontakt,2023-09-04 10:30:12,,Nedefinované,,18,"48,64853251","19,28225199"
1568,Medveď - vizuálny kontakt,2023-09-06 10:13:15,,Samec,,Nedefinované,"48,730004","18,82168468"
1569,Medveď - vizuálny kontakt,2023-08-30 10:00:00,fotopasca,Medvedica s mladými,,23,"48,71709742","18,77031546"
1570,Medveď - vizuálny kontakt,2023-09-07 10:00:00,dve medvieďatá,Medvedica s mladými,,23,"48,58468428","19,34576307"
1571,Medveď - vizuálny kontakt,2023-09-08 10:00:00,,Medvedica s mladými,,19,"48,80187107","18,72388434"
1572,Medveď - vizuálny kontakt,2023-09-07 10:00:00,3 mladé,Medvedica s mladými,,7,"48,81503784","18,72008555"
1573,Medveď - vizuálny kontakt,2023-09-06 10:00:00,4 medvieďatá,Medvedica s mladými,,Nedefinované,"48,62557423","19,36492755"
1574,Medveď - vizuálny kontakt,2023-09-07 10:00:00,,Medvedica s mladými,,18,"48,80107958","18,71228855"
1575,Medveď - vizuálny kontakt,2023-09-06 10:00:00,Fotopasca,Samec,,19,"48,81010527","18,72091588"
1576,Medveď - pobytové znaky,2023-09-12 10:00:00,,Trus,,9,"48,79000037","20,19144038"
1577,Medveď - pobytové znaky,2023-09-04 10:00:00,,Trus,,7,"48,78554853","20,19367049"
1578,Medveď - pobytové znaky,2023-09-12 10:00:00,,Trus,,11,"48,78333969","20,19446819"
1579,Medveď - pobytové znaky,2023-09-12 10:00:00,,Stopa,,10,"48,78544667","20,19499653"
1580,Medveď - pobytové znaky,2023-09-05 10:00:00,,Trus,,10,"48,76967587","20,20001181"
1581,Medveď - pobytové znaky,2023-09-05 10:00:00,,Trus,,12,"48,76682056","20,19627042"
1582,Medveď - pobytové znaky,2023-09-07 10:00:00,,Trus,,Nedefinované,"48,86472953","18,56809653"
1583,Medveď - vizuálny kontakt,2023-09-13 10:00:00,medvedica+2 mladé,Medvedica s mladými,,11,"48,95218272","18,60903438"
1584,Medveď - vizuálny kontakt,2023-09-12 10:00:00,,Samec,,22,"48,75625349","19,16139302"
1585,Medveď - vizuálny kontakt,2023-09-13 10:00:00,,Nedefinované,,18,"48,67542197","19,83284045"
1586,Medveď - pobytové znaky,2023-09-13 10:00:00,,Nedefinované,,10,"48,64960913","19,78778565"
1587,Medveď - pobytové znaky,2023-09-13 10:00:00,,Trus,,11,"48,71460596","20,01989172"
1588,Medveď - vizuálny kontakt,2023-09-12 10:00:00,,Samec,,8,"48,81762912","18,65785081"
1589,Medveď - vizuálny kontakt,2023-09-09 10:00:00,,Medvedica s mladými,,18,"48,82548231","18,68024501"
1590,Medveď - vizuálny kontakt,2023-09-18 10:00:00,pozorovanie vedúceho LO,Nedefinované,,7,"48,6243441","19,76711573"
1591,Medveď - pobytové znaky,2023-09-21 10:43:29,,Stopa,,11,"48,62282643","20,30047152"
1592,Medveď - vizuálny kontakt,2023-09-02 10:00:00,,Nedefinované,,Nedefinované,"48,56990829","19,54780662"
1593,Medveď - vizuálny kontakt,2023-09-22 10:00:00,,Medvedica s mladými,,18,"48,70835652","20,22615265"
1594,Medveď - pobytové znaky,2023-09-18 10:00:00,,Trus,,Nedefinované,"48,70270899","20,21305256"
1595,Medveď - vizuálny kontakt,2023-09-22 10:00:00,,Medvedica s mladými,,5,"48,68823749","20,21980265"
1596,Medveď - vizuálny kontakt,2023-09-22 10:00:00,,Samec,,22,"48,71245007","20,20232537"
1597,Medveď - vizuálny kontakt,2023-09-23 10:00:00,,Medvedica s mladými,,7,"48,67818826","20,17694398"
1598,Medveď - vizuálny kontakt,2023-09-03 10:00:00,,Samec,,20,"48,67424472","20,18943639"
1599,Medveď - vizuálny kontakt,2023-09-28 10:00:00,,Samec,,8,"48,76382478","20,18293265"
1600,Medveď - vizuálny kontakt,2023-09-27 10:00:00,,Samec,,6,"48,73459242","20,11443934"
1601,Medveď - pobytové znaky,2023-09-21 10:00:00,,Trus,,14,"48,74030188","20,11005062"
1602,Medveď - pobytové znaky,2023-09-25 10:00:00,,Trus,,7,"48,73971897","20,08705475"
1603,Medveď - vizuálny kontakt,2023-09-28 10:00:00,,Samec,,16,"48,71009327","20,10558972"
1604,Medveď - vizuálny kontakt,2023-10-01 10:00:00,,Samec,,6,"48,74314131","20,10984697"
1605,Medveď - vizuálny kontakt,2022-07-19 10:00:00,,Medvedica s mladými,,17,"48,80312364","22,36229662"
1606,Medveď - pobytové znaky,2022-07-08 10:00:00,menší medveď,Stopa,,8,"48,88131705","22,26696558"
1607,Medveď - pobytové znaky,2022-07-20 10:00:00,,Stopa,,10,"48,91177405","22,25217606"
1608,Medveď - pobytové znaky,2022-07-22 10:00:55,väčší medveď,Stopa,,7,"48,90738581","22,24319192"
1609,Medveď - pobytové znaky,2022-08-05 10:00:00,,Stopa,,8,"48,91005438","22,25885622"
1610,Medveď - pobytové znaky,2023-03-29 10:29:32,,Stopa,,9,"48,88025437","22,37739279"
1611,Medveď - vizuálny kontakt,2023-10-04 10:13:17,,Nedefinované,,Nedefinované,"48,51064839","19,50900492"
1612,Medveď - vizuálny kontakt,2023-10-04 10:13:32,,Nedefinované,,Nedefinované,"48,50995496","19,51206435"
1613,Medveď - vizuálny kontakt,2023-10-04 10:13:53,,Nedefinované,,Nedefinované,"48,49512891","19,53162807"
1614,Medveď - vizuálny kontakt,2023-10-11 10:00:00,4 medvieďatá,Medvedica s mladými,,18,"48,5879573","19,3289034"
1615,Medveď - vizuálny kontakt,2023-10-16 10:32:21,,Nedefinované,,Nedefinované,"48,62526534","20,18503012"
1616,Medveď - vizuálny kontakt,2023-10-16 10:00:00,,Samec,,14,"48,78217209","19,32274991"
1617,Medveď - pobytové znaky,2023-10-17 10:00:00,,Stopa,,10,"48,60226427","19,54967244"
1618,Medveď - vizuálny kontakt,2023-10-21 10:00:00,,Samec,,7,"48,74280296","20,11155323"
1619,Medveď - pobytové znaky,2023-10-21 10:00:00,,Stopa,,8,"48,75840742","20,12329468"
1620,Medveď - pobytové znaky,2023-10-25 10:38:37,,Nedefinované,,Nedefinované,"48,49131589","19,51582689"
1621,Medveď - vizuálny kontakt,2023-10-25 10:39:03,,Nedefinované,,Nedefinované,"48,50101092","19,51946823"
1622,Medveď - vizuálny kontakt,2023-10-25 10:40:00,,Nedefinované,,Nedefinované,"48,51090596","19,51091294"
1623,Medveď - vizuálny kontakt,2023-10-25 10:40:13,,Nedefinované,,Nedefinované,"48,51244157","19,50775443"
1624,Medveď - vizuálny kontakt,2023-10-25 10:40:26,,Nedefinované,,Nedefinované,"48,51258525","19,50353895"
1625,Medveď - pobytové znaky,2023-10-25 10:40:36,,Nedefinované,,Nedefinované,"48,51259283","19,50602252"
1626,Medveď - vizuálny kontakt,2023-10-25 10:40:48,,Nedefinované,,Nedefinované,"48,5142938","19,51392224"
1627,Medveď - pobytové znaky,2023-10-25 10:40:53,,Nedefinované,,Nedefinované,"48,51536684","19,51468956"
1628,Medveď - pobytové znaky,2023-10-25 10:41:02,,Nedefinované,,Nedefinované,"48,51171545","19,52472869"
1629,Medveď - vizuálny kontakt,2023-10-25 10:41:07,,Nedefinované,,Nedefinované,"48,51159827","19,52736161"
1630,Medveď - pobytové znaky,2023-10-25 10:41:47,,Nedefinované,,Nedefinované,"48,51989569","19,50739349"
1631,Medveď - vizuálny kontakt,2023-10-25 10:41:55,,Nedefinované,,Nedefinované,"48,51885278","19,50831064"
1632,Medveď - pobytové znaky,2023-10-25 10:42:13,,Nedefinované,,Nedefinované,"48,52223478","19,52188845"
1633,Medveď - vizuálny kontakt,2023-10-25 10:43:02,,Nedefinované,,Nedefinované,"48,52381158","19,49974743"
1634,Medveď - pobytové znaky,2023-10-25 10:43:13,,Nedefinované,,Nedefinované,"48,54234498","19,51418218"
1635,Medveď - vizuálny kontakt,2023-10-25 10:43:34,,Nedefinované,,Nedefinované,"48,53524578","19,55795291"
1636,Medveď - pobytové znaky,2023-10-25 10:43:43,,Nedefinované,,Nedefinované,"48,52890064","19,54909512"
1637,Medveď - pobytové znaky,2023-10-25 10:43:54,,Nedefinované,,Nedefinované,"48,51226358","19,5493526"
1638,Medveď - pobytové znaky,2023-10-25 10:44:01,,Nedefinované,,Nedefinované,"48,50853719","19,54715532"
1639,Medveď - pobytové znaky,2023-10-25 10:44:45,,Nedefinované,,Nedefinované,"48,50831763","19,53874238"
1640,Medveď - vizuálny kontakt,2023-10-25 10:44:56,,Nedefinované,,Nedefinované,"48,49679786","19,54083903"
1641,Medveď - pobytové znaky,2023-10-16 10:00:00,,Trus,,15,"48,79780498","18,71112467"
1642,Medveď - pobytové znaky,2023-10-16 10:00:00,,Trus,,16,"48,79985008","18,70691997"
1643,Medveď - vizuálny kontakt,2023-10-25 10:00:00,medvedica a dve mladé,Medvedica s mladými,,18,"48,80266482","18,72132178"
1644,Medveď - vizuálny kontakt,2023-10-23 10:00:00,medvedica a tri mladé,Medvedica s mladými,,19,"48,80782636","18,7148783"
1645,Medveď - pobytové znaky,2023-10-22 10:00:00,poškodené ovocné stromy,Značkovacie stromy a vývratiská,,14,"48,79945537","18,7066788"
1646,Medveď - vizuálny kontakt,2023-10-22 10:00:00,,Samec,,15,"48,79701075","18,69051718"
1647,Medveď - vizuálny kontakt,2023-10-17 10:00:00,dva veľké medvede na fotopasci,Samec,,7,"48,79816974","18,66497392"
1648,Medveď - pobytové znaky,2023-10-05 10:00:00,Medvedica + medvieďa,Stopa,,10,"48,65971424","19,27094303"
1649,Medveď - pobytové znaky,2023-10-02 10:00:00,,Trus,,9,"48,66155843","19,26861569"
1650,Medveď - pobytové znaky,2023-10-03 10:00:00,,Stopa,,11,"48,66056687","19,26982302"
1651,Medveď - pobytové znaky,2023-10-27 10:13:22,Brloh,Značkovacie stromy a vývratiská,,Nedefinované,"48,65901999","19,28949373"
1652,Medveď - pobytové znaky,2023-09-12 10:00:00,,Stopa,,Nedefinované,"48,65983029","19,26889553"
1653,Medveď - pobytové znaky,2023-10-16 10:00:00,,Trus,,Nedefinované,"48,65184301","19,28163712"
1654,Medveď - pobytové znaky,2023-10-16 10:00:00,,Stopa,,Nedefinované,"48,65202665","19,28123892"
1655,Medveď - vizuálny kontakt,2023-10-23 10:00:00,,Medvedica s mladými,,10,"48,65862461","19,2889608"
1656,Medveď - vizuálny kontakt,2023-10-18 10:00:00,,Samec,,7,"48,65453793","19,30647613"
1657,Medveď - vizuálny kontakt,2023-11-02 11:33:02,,Medvedica s mladými,,7,"48,80241481","18,66844437"
1658,Medveď - útok,2023-10-23 10:00:00,včelín,Samec,,2,"48,82377527","18,68537473"
1659,Medveď - vizuálny kontakt,2023-11-02 11:52:01,,Medvedica s mladými,,8,"48,83512233","18,71494812"
1660,Medveď - vizuálny kontakt,2023-10-18 10:00:00,,Nedefinované,,Nedefinované,"48,82130842","18,71147185"
1661,Medveď - vizuálny kontakt,2023-10-08 10:00:00,,Samec,,9,"48,72409783","18,70760402"
1662,Medveď - vizuálny kontakt,2023-10-02 10:00:00,,Samec,,7,"48,75451497","18,72565647"
1663,Medveď - vizuálny kontakt,2023-08-30 10:00:00,,Medvedica s mladými,,22,"48,72256349","18,76640511"
1664,Medveď - pobytové znaky,2023-09-19 10:00:00,,Nedefinované,,Nedefinované,"48,66025365","18,67321258"
1665,Medveď - vizuálny kontakt,2023-09-28 10:00:00,,Medvedica s mladými,,6,"48,6616536","18,66188887"
1666,Medveď - vizuálny kontakt,2023-10-10 10:00:00,,Medvedica s mladými,,17,"48,70655339","18,69422727"
1667,Medveď - vizuálny kontakt,2023-10-16 10:00:00,,Medvedica s mladými,,8,"48,71928672","18,71645555"
1668,Medveď - vizuálny kontakt,2023-10-25 10:00:00,,Medvedica,,Nedefinované,"48,82037804","18,6934467"
1669,Medveď - pobytové znaky,2023-08-22 10:00:00,,Trus,,Nedefinované,"48,82211282","18,69150036"
1670,Medveď - vizuálny kontakt,2023-10-11 10:00:00,,Medvedica s mladými,,8,"48,81777915","18,70927007"
1671,Medveď - vizuálny kontakt,2023-10-25 10:00:00,,Samec,,9,"48,71456475","18,75791414"
1672,Medveď - vizuálny kontakt,2023-08-17 10:00:00,,Medvedica s mladými,,6,"48,78904678","18,65065215"
1673,Medveď - vizuálny kontakt,2023-07-17 10:00:00,,Medvedica,,19,"48,83206575","18,69867719"
1674,Medveď - pobytové znaky,2023-09-27 10:00:00,,Trus,,Nedefinované,"48,85673783","18,69442737"
1675,Medveď - pobytové znaky,2023-10-09 10:00:00,,Trus,,Nedefinované,"48,85922495","18,68236684"
1676,Medveď - vizuálny kontakt,2023-10-24 10:00:00,,Samec,,Nedefinované,"48,86758185","18,68217936"
1677,Medveď - pobytové znaky,2023-08-26 10:00:00,,Trus,,Nedefinované,"48,87268293","18,69103792"
1678,Medveď - vizuálny kontakt,2023-10-31 11:00:00,Fotopasca,Samec,,21,"48,72187359","18,03309004"
1679,Medveď - vizuálny kontakt,2023-10-11 10:00:00,,Samec,,18,"48,61224585","19,41334802"
1680,Medveď - vizuálny kontakt,2023-10-17 10:00:00,,Medvedica s mladými,,20,"48,61093758","19,41190495"
1681,Medveď - vizuálny kontakt,2023-11-03 11:00:00,,Medvedica s mladými,,Nedefinované,"48,6194115","19,37912037"
1682,Medveď - vizuálny kontakt,2023-11-03 11:00:00,,Medvedica s mladými,,Nedefinované,"48,6180737","19,38109922"
1683,Medveď - vizuálny kontakt,2023-11-10 11:08:35,,Nedefinované,,Nedefinované,"48,63687554","20,17261868"
1684,Medveď - pobytové znaky,2023-11-10 11:00:00,,Trus,,Nedefinované,"48,81535549","19,84657424"
1685,Medveď - vizuálny kontakt,2023-09-02 10:00:00,s dvomi jednoročnými mladými,Medvedica,,18,"48,6086919","19,42261483"
1686,Medveď - vizuálny kontakt,2023-09-02 10:00:00,80kg,Samec,,Nedefinované,"48,60830315","19,42190449"
1687,Medveď - vizuálny kontakt,2023-09-02 10:00:00,cca 150kg,Samec,,Nedefinované,"48,60881934","19,4216192"
1688,Medveď - vizuálny kontakt,2023-09-02 10:00:00,cca 100kg,Samec,,Nedefinované,"48,60968022","19,38426615"
1689,Medveď - vizuálny kontakt,2023-09-02 10:00:00,cca 200kg,Samec,,Nedefinované,"48,61436876","19,3711703"
1690,Medveď - vizuálny kontakt,2023-09-02 10:00:00,2 kusy cca 100kg,Samec,,Nedefinované,"48,61452981","19,37154872"
1691,Medveď - vizuálny kontakt,2023-09-02 10:00:00,,Medvedica s mladými,,Nedefinované,"48,61478921","19,36972188"
1692,Medveď - vizuálny kontakt,2023-09-02 10:00:00,,Medvedica s mladými,,Nedefinované,"48,64988935","19,35758833"
1693,Medveď - vizuálny kontakt,2023-09-02 10:00:00,,Samec,,Nedefinované,"48,65543511","19,39872097"
1694,Medveď - vizuálny kontakt,2023-11-14 11:00:00,Samica + 4 mladé,Medvedica s mladými,,8,"48,72165823","20,15522296"
1695,Medveď - pobytové znaky,2023-12-01 11:00:00,,Stopa,,7,"48,69757299","20,00320832"
1696,Medveď - pobytové znaky,2023-12-01 11:00:00,,Stopa,,8,"48,6615446","20,16148188"
1697,Medveď - vizuálny kontakt,2023-12-17 11:00:00,brloh,Medvedica s mladými,,15,"48,82206199","18,74293032"
1698,Medveď - vizuálny kontakt,2023-11-25 11:00:00,fotopasca,Samec,,5,"48,74824654","18,81381826"
1699,Medveď - vizuálny kontakt,2023-11-21 11:00:00,,Medvedica s mladými,,17,"48,74333681","18,80891733"
1700,Medveď - vizuálny kontakt,2023-10-18 10:00:00,,Medvedica s mladými,,7,"48,69602875","18,68060366"
1701,Medveď - pobytové znaky,2023-12-12 11:00:00,,Stopa,,Nedefinované,"48,69756746","18,68932371"
1702,Medveď - vizuálny kontakt,2023-11-15 11:00:00,,Samec,,Nedefinované,"48,72826217","18,68902101"
1703,Medveď - vizuálny kontakt,2023-12-12 11:00:00,,Medvedica s mladými,,14,"48,78595032","18,65100528"
1704,Medveď - pobytové znaky,2023-12-18 11:55:29,,Stopa,,Nedefinované,"48,79364236","18,66227574"
1705,Medveď - vizuálny kontakt,2023-12-19 11:00:00,,Samec,,Nedefinované,"48,66110545","19,27233591"
1706,Medveď - vizuálny kontakt,2024-01-10 11:00:00,,Samec,,16,"48,81495922","19,09351584"
1707,Medveď - vizuálny kontakt,2024-01-04 11:00:00,,Medvedica,,13,"48,83774366","19,10574501"
1708,Medveď - pobytové znaky,2024-01-15 11:00:00,,Stopa,,7,"48,77720643","20,16650028"
1709,Medveď - pobytové znaky,2024-01-29 11:00:00,,Stopa,,7,"49,10031762","21,96339011"
1710,Medveď - vizuálny kontakt,2023-07-05 10:00:00,,Nedefinované,,7,"49,03942358","21,98946993"
1711,Medveď - vizuálny kontakt,2024-03-04 11:00:00,,Samec,,11,"48,81391145","18,74671497"
1712,Medveď - vizuálny kontakt,2024-03-08 11:00:00,,Medvedica s mladými,,15,"48,95314033","20,10593266"
1713,Medveď - vizuálny kontakt,2024-02-16 11:00:00,,Samec,,16,"48,9286413","20,06991378"
1714,Medveď - pobytové znaky,2024-03-08 11:00:00,,Stopa,,8,"48,96228876","20,1169496"
1715,Medveď - vizuálny kontakt,2024-03-12 11:00:00,,Samec,,9,"48,92588193","20,0619256"
1716,Medveď - vizuálny kontakt,2024-03-12 11:00:00,,Medvedica s mladými,,7,"48,92271574","20,05855311"
1717,Medveď - vizuálny kontakt,2024-03-11 11:00:00,,Medvedica s mladými,,11,"48,96578913","20,10775175"
