OBJECTID,Ohrozenie,Dátum,Poznámka,Druh ohrozenia,Ohrozenie detail,Hodina výskytu,Y,X
1718,Medveď - útok,2024-03-07 11:00:00,výpad proti ľuďom,Medvedica s mladými,,13,"48,94417724","20,09978796"
1719,Medveď - pobytové znaky,2022-06-18 10:00:00,,Trus,,Nedefinované,"48,97500177","20,1071416"
1720,Medveď - vizuálny kontakt,2024-03-12 11:00:00,,Medvedica s mladými,,14,"48,97484579","20,10594311"
1721,Medveď - pobytové znaky,2024-03-03 11:00:00,,Stopa,,Nedefinované,"48,96154562","20,10217597"
1722,Medveď - vizuálny kontakt,2024-03-03 11:00:00,,Medvedica s mladými,,15,"48,98071284","20,09780541"
1723,Medveď - pobytové znaky,2024-03-12 11:00:00,,Stopa,,9,"48,9215743","20,10907069"
1724,Medveď - pobytové znaky,2024-03-13 11:00:00,,Stopa,,Nedefinované,"48,9500848","20,03888435"
1725,Medveď - pobytové znaky,2022-07-05 10:00:00,,Stopa,,Nedefinované,"48,9769685","20,02080114"
1726,Medveď - pobytové znaky,2024-03-13 11:00:00,,Stopa,,Nedefinované,"48,97600553","20,02403301"
1727,Medveď - pobytové znaky,2024-03-13 11:00:00,,Stopa,,Nedefinované,"48,98606214","19,99949181"
1728,Medveď - vizuálny kontakt,2024-03-13 11:00:00,,Medvedica s mladými,,11,"49,01381953","20,00626914"
1729,Medveď - pobytové znaky,2024-03-13 11:00:00,,Stopa,,9,"49,0143234","20,03488944"
1730,Medveď - pobytové znaky,2022-06-19 10:00:00,,Trus,,Nedefinované,"48,99258534","20,03613723"
1731,Medveď - vizuálny kontakt,2024-03-12 11:00:00,,Medvedica s mladými,,10,"48,98946942","20,03428573"
1732,Medveď - vizuálny kontakt,2024-03-08 11:00:00,,Samec,,8,"48,99582393","20,04588982"
1733,Medveď - vizuálny kontakt,2024-03-08 11:00:00,,Medvedica s mladými,,7,"49,00629276","20,05873731"
1734,Medveď - pobytové znaky,2024-03-01 11:00:00,,Stopa,,13,"48,91647864","20,08926422"
1735,Medveď - útok,2024-03-09 11:00:00,"Výpad na turistov, bez úrazu",Medvedica s mladými,,11,"48,93076228","20,10902442"
1736,Medveď - útok,2024-03-08 11:00:00,"Výpad na turistov, bez zranenia",Medvedica s mladými,,Nedefinované,"48,94350187","20,11043689"
1737,Medveď - pobytové znaky,2024-03-18 11:02:25,,Stopa,,9,"48,73235722","20,11810291"
1738,Medveď - pobytové znaky,2024-03-13 11:00:00,,Stopa,,14,"48,78465967","20,15287211"
1739,Medveď - útok,2024-03-11 11:00:00,Vypad na auto,Medvedica s mladými,,Nedefinované,"48,92793526","20,10893431"
1740,Medveď - vizuálny kontakt,2024-03-13 11:00:00,,Medvedica s mladými,,Nedefinované,"48,93901239","20,1196032"
1741,Medveď - vizuálny kontakt,2024-03-07 11:00:00,,Medvedica s mladými,,Nedefinované,"48,93838189","20,10583905"
1742,Medveď - pobytové znaky,2024-03-15 11:00:00,,Trus,,Nedefinované,"48,93335296","20,10820988"
1743,Medveď - pobytové znaky,2024-03-18 11:00:00,,Stopa,,11,"48,93642303","20,1019834"
1744,Medveď - vizuálny kontakt,2024-03-20 11:20:37,,Medvedica s mladými,,13,"48,93762791","20,08359643"
1745,Medveď - vizuálny kontakt,2024-03-20 11:21:43,,Nedefinované,,16,"48,98386967","20,09104602"
1746,Medveď - vizuálny kontakt,2024-03-16 11:00:00,nahlásené turistami,Medvedica s mladými,,Nedefinované,"48,95957783","20,09543035"
1747,Medveď - vizuálny kontakt,2024-03-15 11:00:00,Hlásené na LS,Nedefinované,,Nedefinované,"49,00149466","20,06947403"
1748,Medveď - pobytové znaky,2024-03-20 11:26:21,,Trus,,8,"48,99396634","20,06406335"
1749,Medveď - pobytové znaky,2024-03-20 11:26:51,,Stopa,,8,"48,9987478","20,06841132"
1750,Medveď - pobytové znaky,2024-03-20 11:27:32,,Stopa,,Nedefinované,"49,00470793","20,0585315"
1751,Medveď - vizuálny kontakt,2024-03-20 11:28:10,"bez plachosti, nebála sa ani auta",Medvedica s mladými,,10,"48,99590108","20,03943997"
1752,Medveď - vizuálny kontakt,2024-03-25 11:40:23,uhyn,Medvedica,,18,"48,63072015","19,42195738"
1753,Medveď - vizuálny kontakt,2024-03-14 11:00:00,veľký samec,Samec,,6,"48,62259208","19,41955029"
1754,Medveď - vizuálny kontakt,2024-03-12 11:00:00,medvedica+2 mláďatá,Medvedica s mladými,,18,"48,62199386","19,41036685"
1755,Medveď - vizuálny kontakt,2024-03-15 11:00:00,,Medvedica,,Nedefinované,"48,6307963","19,39222296"
1756,Medveď - vizuálny kontakt,2024-03-15 11:00:00,,Medvedica s mladými,,Nedefinované,"48,61955414","19,37330487"
1757,Medveď - útok,2024-03-22 11:00:00,Útok prešetroval zásahový tím.,Medvedica,,10,"48,64659949","19,31934111"
1758,Medveď - vizuálny kontakt,2024-04-02 10:22:34,,Samec,,2,"49,01658259","20,03243439"
1759,Medveď - vizuálny kontakt,2024-02-02 11:00:00,,Nedefinované,,Nedefinované,"48,38425227","18,50451051"
1760,Medveď - pobytové znaky,2024-03-05 11:00:00,,Stopa,,10,"48,40244032","18,5278145"
1761,Medveď - vizuálny kontakt,2024-04-20 10:00:00,,Samec,,8,"48,40420549","18,52083627"
1762,Medveď - pobytové znaky,2024-02-27 11:00:00,,Stopa,,12,"48,40160655","18,50097089"
1763,Medveď - vizuálny kontakt,2024-03-27 11:00:00,,Medvedica,,12,"48,39369771","18,47734223"
1764,Medveď - pobytové znaky,2024-03-05 11:00:00,,Stopa,,Nedefinované,"48,366161","18,4720729"
1765,Medveď - vizuálny kontakt,2024-02-22 11:00:00,,Nedefinované,,Nedefinované,"48,45931199","18,51670061"
1766,Medveď - pobytové znaky,2024-03-29 11:00:00,,Stopa,,Nedefinované,"48,46682448","18,53197694"
1767,Medveď - vizuálny kontakt,2024-03-22 11:00:00,,Nedefinované,,15,"48,5217205","18,46186411"
1768,Medveď - vizuálny kontakt,2024-02-15 11:00:00,,Samec,,16,"48,52059604","18,47476531"
1769,Medveď - pobytové znaky,2024-03-24 11:00:00,,Trus,,11,"48,52468059","18,47522401"
1770,Medveď - pobytové znaky,2024-03-13 11:00:00,,Stopa,,12,"48,52557204","18,46630526"
1771,Medveď - vizuálny kontakt,2023-05-14 10:00:00,"medvedica+1 mláďa, pri asfaltovej ceste 3.triedy",Medvedica s mladými,,11,"48,69328973","19,31353365"
1772,Medveď - vizuálny kontakt,2024-03-27 11:00:00,,Samec,,13,"48,59319371","18,6490699"
1773,Medveď - útok,2024-03-26 11:00:00,,Nedefinované,,13,"49,05546818","18,52743865"
1774,Medveď - pobytové znaky,2024-03-28 11:00:00,,Stopa,,8,"48,9910623","20,05798947"
1775,Medveď - vizuálny kontakt,2024-04-01 10:00:00,,Samec,,5,"48,81560603","18,73170954"
1776,Medveď - vizuálny kontakt,2024-04-02 10:00:00,,Medvedica s mladými,,19,"48,80280325","18,72250677"
1777,Medveď - vizuálny kontakt,2024-04-02 10:00:00,,Samec,,20,"48,80253988","18,72222066"
1778,Medveď - útok,2023-09-08 10:00:00,útok na včelstvo,Medvedica s mladými,,Nedefinované,"48,72661121","18,77749045"
1779,Medveď - vizuálny kontakt,2023-09-08 10:00:00,fotopasca,Medvedica s mladými,,Nedefinované,"48,72779454","18,77798011"
1780,Medveď - pobytové znaky,2024-03-27 11:00:00,,Stopa,,7,"48,74641025","18,81265428"
1781,Medveď - pobytové znaky,2024-03-25 11:00:00,,Trus,,Nedefinované,"48,72422059","18,80411277"
1782,Medveď - vizuálny kontakt,2024-04-05 10:22:59,,Nedefinované,,Nedefinované,"48,50952464","19,52325588"
1783,Medveď - pobytové znaky,2024-04-05 10:23:19,,Nedefinované,,Nedefinované,"48,51031398","19,51865016"
1784,Medveď - pobytové znaky,2024-04-05 10:23:40,,Nedefinované,,Nedefinované,"48,53182474","19,50925338"
1785,Medveď - vizuálny kontakt,2024-04-05 10:24:12,,Nedefinované,,Nedefinované,"48,54092514","19,5338393"
1786,Medveď - vizuálny kontakt,2024-04-05 10:24:24,,Nedefinované,,Nedefinované,"48,54308666","19,53623611"
1787,Medveď - pobytové znaky,2024-04-05 10:24:39,,Nedefinované,,Nedefinované,"48,54436858","19,55065102"
1788,Medveď - pobytové znaky,2024-04-05 10:24:49,,Nedefinované,,Nedefinované,"48,54882213","19,54530204"
1789,Medveď - pobytové znaky,2024-04-05 10:24:55,,Nedefinované,,Nedefinované,"48,54933997","19,53684145"
1790,Medveď - pobytové znaky,2024-04-05 10:25:09,,Nedefinované,,Nedefinované,"48,55113274","19,5572048"
1791,Medveď - pobytové znaky,2024-04-05 10:25:40,,Nedefinované,,Nedefinované,"48,51133773","19,55595008"
1792,Medveď - vizuálny kontakt,2024-04-05 10:25:50,,Nedefinované,,Nedefinované,"48,49834746","19,55719055"
1793,Medveď - pobytové znaky,2024-04-05 10:26:03,,Nedefinované,,Nedefinované,"48,49838526","19,56895828"
1794,Medveď - pobytové znaky,2024-04-05 10:26:10,,Nedefinované,,Nedefinované,"48,50832895","19,57360024"
1795,Medveď - pobytové znaky,2024-04-05 10:26:16,,Nedefinované,,Nedefinované,"48,49399894","19,56223513"
1796,Medveď - pobytové znaky,2024-04-05 10:26:20,,Nedefinované,,Nedefinované,"48,49964651","19,55274892"
1797,Medveď - útok,2024-04-08 10:58:30,"Utok nedokonaný, bez újmy na zdraví",Medvedica s mladými,,8,"49,15490243","22,17407723"
1798,Medveď - pobytové znaky,2024-04-04 10:00:00,,Stopa,,13,"48,69514714","20,14966278"
1799,Medveď - vizuálny kontakt,2024-03-30 11:00:00,,Samec,,Nedefinované,"49,03373155","22,25267321"
1800,Medveď - pobytové znaky,2023-10-19 10:00:00,,Stopa,,Nedefinované,"49,0418983","22,28089809"
1801,Medveď - vizuálny kontakt,2023-05-25 10:00:00,,Medvedica s mladými,,22,"49,02462736","22,30933606"
1802,Medveď - vizuálny kontakt,2023-07-06 10:00:00,,Medvedica s mladými,,8,"49,02875657","22,30324697"
1803,Medveď - vizuálny kontakt,2024-03-30 11:00:00,,Samec,,20,"49,01136262","22,2374797"
1804,Medveď - pobytové znaky,2024-04-08 10:58:16,,Nedefinované,,Nedefinované,"49,05820978","22,50691671"
1805,Medveď - pobytové znaky,2024-04-08 10:59:25,,Nedefinované,,Nedefinované,"49,07007875","22,48271283"
1806,Medveď - pobytové znaky,2024-04-08 10:00:11,,Nedefinované,,Nedefinované,"49,05688639","22,469456"
1807,Medveď - pobytové znaky,2024-04-08 10:23:41,,Nedefinované,,Nedefinované,"48,9979924","22,48525416"
1808,Medveď - pobytové znaky,2024-04-08 10:24:09,,Nedefinované,,Nedefinované,"48,97239503","22,45079221"
1809,Medveď - pobytové znaky,2024-04-08 10:24:49,,Nedefinované,,Nedefinované,"48,98477639","22,41740483"
1810,Medveď - pobytové znaky,2024-04-08 10:25:17,,Nedefinované,,Nedefinované,"48,98121296","22,38238674"
1811,Medveď - pobytové znaky,2024-04-08 10:25:54,,Nedefinované,,Nedefinované,"49,01227562","22,35077061"
1812,Medveď - pobytové znaky,2024-04-08 10:27:03,,Nedefinované,,Nedefinované,"49,03414516","22,31269431"
1813,Medveď - pobytové znaky,2024-04-08 10:27:49,,Nedefinované,,Nedefinované,"49,05427128","22,3791632"
1814,Medveď - pobytové znaky,2024-04-08 10:28:13,,Nedefinované,,Nedefinované,"49,07827867","22,35386213"
1815,Medveď - pobytové znaky,2024-04-08 10:41:22,,Stopa,,Nedefinované,"49,00100691","22,31323422"
1816,Medveď - pobytové znaky,2024-04-08 10:43:12,,Trus,,Nedefinované,"48,99144568","22,32687845"
1817,Medveď - vizuálny kontakt,2024-03-20 11:00:00,,Samec,,22,"48,9926988","22,30992279"
1818,Medveď - pobytové znaky,2024-04-02 10:00:00,,Stopa,,Nedefinované,"48,98033956","22,32627218"
1819,Medveď - vizuálny kontakt,2023-10-10 10:00:00,,Medvedica s mladými,,Nedefinované,"48,94913359","22,3385905"
1820,Medveď - pobytové znaky,2024-03-02 11:00:00,,Stopa,,Nedefinované,"48,96072636","22,34080189"
1821,Medveď - pobytové znaky,2024-02-28 11:00:00,,Stopa,,Nedefinované,"49,00134311","22,34664821"
1822,Medveď - vizuálny kontakt,2024-04-09 10:33:41,,Nedefinované,,Nedefinované,"48,90731163","19,41969267"
1823,Medveď - vizuálny kontakt,2024-04-09 10:33:55,,Nedefinované,,Nedefinované,"48,90467455","19,4137883"
1824,Medveď - vizuálny kontakt,2024-04-09 10:33:58,,Nedefinované,,Nedefinované,"48,90374382","19,43219695"
1825,Medveď - vizuálny kontakt,2024-04-09 10:34:00,,Nedefinované,,Nedefinované,"48,90370313","19,44877286"
1826,Medveď - vizuálny kontakt,2024-04-09 10:34:02,,Nedefinované,,Nedefinované,"48,89828984","19,44931457"
1827,Medveď - vizuálny kontakt,2024-04-09 10:34:05,,Nedefinované,,Nedefinované,"48,9111907","19,4492399"
1828,Medveď - vizuálny kontakt,2024-04-09 10:34:07,,Nedefinované,,Nedefinované,"48,89731196","19,45600324"
1829,Medveď - útok,2024-04-09 10:34:12,,Nedefinované,,Nedefinované,"48,89446298","19,45268941"
1830,Medveď - vizuálny kontakt,2024-04-09 10:34:15,,Nedefinované,,Nedefinované,"48,89791693","19,438718"
1831,Medveď - vizuálny kontakt,2024-04-09 10:34:27,,Nedefinované,,Nedefinované,"48,89202107","19,42223804"
1832,Medveď - vizuálny kontakt,2024-04-09 10:34:30,,Nedefinované,,Nedefinované,"48,89473702","19,40378587"
1833,Medveď - vizuálny kontakt,2024-04-09 10:34:34,,Nedefinované,,Nedefinované,"48,89680464","19,39242018"
1834,Medveď - vizuálny kontakt,2024-04-09 10:34:36,,Nedefinované,,Nedefinované,"48,90137103","19,38602978"
1835,Medveď - vizuálny kontakt,2024-04-09 10:34:39,,Nedefinované,,Nedefinované,"48,89558789","19,37514957"
1836,Medveď - vizuálny kontakt,2024-04-09 10:34:42,,Nedefinované,,Nedefinované,"48,9023892","19,37571605"
1837,Medveď - vizuálny kontakt,2024-04-09 10:34:44,,Nedefinované,,Nedefinované,"48,90229518","19,40116301"
1838,Medveď - vizuálny kontakt,2024-04-09 10:34:46,,Nedefinované,,Nedefinované,"48,90128821","19,41176421"
1839,Medveď - vizuálny kontakt,2024-04-09 10:34:49,,Nedefinované,,Nedefinované,"48,90924949","19,41061874"
1840,Medveď - vizuálny kontakt,2024-04-09 10:34:52,,Nedefinované,,Nedefinované,"48,90766394","19,38491573"
1841,Medveď - vizuálny kontakt,2024-04-09 10:34:55,,Nedefinované,,Nedefinované,"48,90657599","19,38155938"
1842,Medveď - vizuálny kontakt,2024-04-09 10:35:29,,Nedefinované,,Nedefinované,"48,88341814","19,43067099"
1843,Medveď - vizuálny kontakt,2024-04-09 10:35:31,,Nedefinované,,Nedefinované,"48,8885279","19,41952535"
1844,Medveď - vizuálny kontakt,2024-04-09 10:35:33,,Nedefinované,,Nedefinované,"48,8907907","19,44250587"
1845,Medveď - vizuálny kontakt,2024-04-09 10:35:36,,Nedefinované,,Nedefinované,"48,89095669","19,45276128"
1846,Medveď - vizuálny kontakt,2024-04-09 10:35:38,,Nedefinované,,Nedefinované,"48,88702961","19,46066726"
1847,Medveď - vizuálny kontakt,2024-04-09 10:35:41,,Nedefinované,,Nedefinované,"48,88787463","19,42802345"
1848,Medveď - vizuálny kontakt,2024-04-09 10:35:47,,Nedefinované,,Nedefinované,"48,87757818","19,45899751"
1849,Medveď - vizuálny kontakt,2024-04-09 10:35:49,,Nedefinované,,Nedefinované,"48,87303011","19,44425851"
1850,Medveď - vizuálny kontakt,2024-04-09 10:35:51,,Nedefinované,,Nedefinované,"48,87590307","19,43679152"
1851,Medveď - vizuálny kontakt,2024-04-09 10:35:55,,Nedefinované,,Nedefinované,"48,8868619","19,47819109"
1852,Medveď - vizuálny kontakt,2024-04-09 10:35:59,,Nedefinované,,Nedefinované,"48,88908442","19,49173611"
1853,Medveď - vizuálny kontakt,2024-04-09 10:36:01,,Nedefinované,,Nedefinované,"48,89382005","19,49098146"
1854,Medveď - vizuálny kontakt,2024-04-09 10:36:07,,Nedefinované,,Nedefinované,"48,89777027","19,49389132"
1855,Medveď - vizuálny kontakt,2024-04-09 10:36:14,,Nedefinované,,Nedefinované,"48,89608368","19,48213198"
1856,Medveď - vizuálny kontakt,2024-04-09 10:36:18,,Nedefinované,,Nedefinované,"48,89307752","19,48263173"
1857,Medveď - vizuálny kontakt,2024-04-09 10:36:30,,Nedefinované,,Nedefinované,"48,90332199","19,47720322"
1858,Medveď - vizuálny kontakt,2024-04-09 10:36:34,,Nedefinované,,Nedefinované,"48,90579389","19,47133236"
1859,Medveď - vizuálny kontakt,2024-04-09 10:36:39,,Nedefinované,,Nedefinované,"48,91341302","19,47052218"
1860,Medveď - vizuálny kontakt,2024-04-09 10:36:45,,Nedefinované,,Nedefinované,"48,91256376","19,4779586"
1861,Medveď - vizuálny kontakt,2024-04-09 10:36:48,,Nedefinované,,Nedefinované,"48,91825648","19,48140742"
1862,Medveď - vizuálny kontakt,2024-04-09 10:36:50,,Nedefinované,,Nedefinované,"48,92193486","19,48514309"
1863,Medveď - vizuálny kontakt,2024-04-09 10:36:54,,Nedefinované,,Nedefinované,"48,92213184","19,47596502"
1864,Medveď - vizuálny kontakt,2024-04-09 10:36:56,,Nedefinované,,Nedefinované,"48,9173518","19,47162329"
1865,Medveď - vizuálny kontakt,2024-04-09 10:37:04,,Nedefinované,,Nedefinované,"48,91568002","19,45971353"
1866,Medveď - vizuálny kontakt,2024-04-09 10:37:09,,Nedefinované,,Nedefinované,"48,91010888","19,46045194"
1867,Medveď - vizuálny kontakt,2024-04-09 10:37:12,,Nedefinované,,Nedefinované,"48,91802855","19,44965513"
1868,Medveď - vizuálny kontakt,2024-04-09 10:37:16,,Nedefinované,,Nedefinované,"48,91001603","19,46824185"
1869,Medveď - vizuálny kontakt,2024-04-09 10:37:18,,Nedefinované,,Nedefinované,"48,903083","19,45707573"
1870,Medveď - vizuálny kontakt,2024-04-09 10:37:23,,Nedefinované,,Nedefinované,"48,89301931","19,46845786"
1871,Medveď - vizuálny kontakt,2024-04-09 10:37:27,,Nedefinované,,Nedefinované,"48,88541021","19,46742237"
1872,Medveď - vizuálny kontakt,2024-04-09 10:37:30,,Nedefinované,,Nedefinované,"48,88283001","19,45908911"
1873,Medveď - vizuálny kontakt,2024-04-09 10:37:39,,Nedefinované,,Nedefinované,"48,86615255","19,45847869"
1874,Medveď - vizuálny kontakt,2024-04-09 10:37:42,,Nedefinované,,Nedefinované,"48,86659916","19,47379696"
1875,Medveď - vizuálny kontakt,2024-04-09 10:37:47,,Nedefinované,,Nedefinované,"48,86938554","19,44898659"
1876,Medveď - vizuálny kontakt,2024-04-09 10:37:52,,Nedefinované,,Nedefinované,"48,86686864","19,44563952"
1877,Medveď - vizuálny kontakt,2024-04-09 10:37:56,,Nedefinované,,Nedefinované,"48,86546876","19,43964263"
1878,Medveď - vizuálny kontakt,2024-04-09 10:38:00,,Nedefinované,,Nedefinované,"48,85824201","19,44735554"
1879,Medveď - vizuálny kontakt,2024-04-09 10:38:04,,Nedefinované,,Nedefinované,"48,86379044","19,43382043"
1880,Medveď - vizuálny kontakt,2024-04-09 10:38:07,,Nedefinované,,Nedefinované,"48,86789321","19,43023583"
1881,Medveď - vizuálny kontakt,2024-04-09 10:38:11,,Nedefinované,,Nedefinované,"48,85905983","19,42904847"
1882,Medveď - vizuálny kontakt,2024-04-09 10:38:15,,Nedefinované,,Nedefinované,"48,85652013","19,43853829"
1883,Medveď - vizuálny kontakt,2024-04-09 10:38:19,,Nedefinované,,Nedefinované,"48,85880118","19,42043615"
1884,Medveď - vizuálny kontakt,2024-04-09 10:38:22,,Nedefinované,,Nedefinované,"48,85291983","19,41759668"
1885,Medveď - vizuálny kontakt,2024-04-09 10:38:28,,Nedefinované,,Nedefinované,"48,86566825","19,42139898"
1886,Medveď - vizuálny kontakt,2024-04-09 10:38:31,,Nedefinované,,Nedefinované,"48,86761858","19,41106578"
1887,Medveď - vizuálny kontakt,2024-04-09 10:38:34,,Nedefinované,,Nedefinované,"48,86091216","19,41099088"
1888,Medveď - vizuálny kontakt,2024-04-09 10:38:39,,Nedefinované,,Nedefinované,"48,86316252","19,40351823"
1889,Medveď - vizuálny kontakt,2024-04-09 10:38:43,,Nedefinované,,Nedefinované,"48,87172882","19,4250159"
1890,Medveď - vizuálny kontakt,2024-04-09 10:38:47,,Nedefinované,,Nedefinované,"48,87619937","19,43137156"
1891,Medveď - vizuálny kontakt,2024-04-09 10:38:50,,Nedefinované,,Nedefinované,"48,87078041","19,43896646"
1892,Medveď - vizuálny kontakt,2024-04-09 10:38:56,,Nedefinované,,Nedefinované,"48,88047137","19,42476595"
1893,Medveď - vizuálny kontakt,2024-04-09 10:39:00,,Nedefinované,,Nedefinované,"48,87375524","19,40660936"
1894,Medveď - vizuálny kontakt,2024-04-09 10:39:04,,Nedefinované,,Nedefinované,"48,87732201","19,42014904"
1895,Medveď - vizuálny kontakt,2024-04-09 10:39:07,,Nedefinované,,Nedefinované,"48,87832185","19,40785415"
1896,Medveď - vizuálny kontakt,2024-04-09 10:39:12,,Nedefinované,,Nedefinované,"48,86985057","19,39607295"
1897,Medveď - vizuálny kontakt,2024-04-09 10:39:15,,Nedefinované,,Nedefinované,"48,87111353","19,4026627"
1898,Medveď - vizuálny kontakt,2024-04-09 10:39:19,,Nedefinované,,Nedefinované,"48,87561966","19,39548745"
1899,Medveď - vizuálny kontakt,2024-04-09 10:39:24,,Nedefinované,,Nedefinované,"48,88098151","19,40301106"
1900,Medveď - vizuálny kontakt,2024-04-09 10:39:28,,Nedefinované,,Nedefinované,"48,88132625","19,41599422"
1901,Medveď - vizuálny kontakt,2024-04-09 10:39:31,,Nedefinované,,Nedefinované,"48,88413444","19,41381188"
1902,Medveď - vizuálny kontakt,2024-04-09 10:39:35,,Nedefinované,,Nedefinované,"48,88603022","19,4125231"
1903,Medveď - vizuálny kontakt,2024-04-09 10:39:40,,Nedefinované,,Nedefinované,"48,88661075","19,42291412"
1904,Medveď - vizuálny kontakt,2024-04-09 10:39:45,,Nedefinované,,Nedefinované,"48,89432999","19,41300585"
1905,Medveď - vizuálny kontakt,2024-04-09 10:39:52,,Nedefinované,,Nedefinované,"48,89405419","19,383696"
